701	4619	3
107	1024	2
105	9368	27
204	6764	0
14	1700	13
29084	7428	21
2924	8346	22
130	5099	22
2877	2666	23
14	7949	27
2	7944	13
104	7038	15
45	2190	20
18252	1696	18
1752	5867	10
31683	395	31
14	80	37
640	3373	2
39	8904	0
103	9890	9
110	9918	2
14	8783	15
122	4024	5
6646	8934	29
1152	8584	33
110	1816	7
12	4857	3
1531	6237	27
199	9335	11
148	3859	18
14	2480	25
39	4254	0
1424	5280	7
758	7532	22
121	6425	3
103	6428	21
203	1492	24
979	8311	3
2360	945	0
367	6897	9
22555	7681	6
120	7857	15
9808	6347	21
28926	7537	3
14	8371	7
602	5389	27
1077	722	12
33494	4623	27
147	2105	8
114	7177	4
375	2063	12
1630	4082	11
175	8304	0
131	3850	0
8676	7044	6
250	4066	16
110	6050	1
307	6361	14
111	388	22
107	9232	12
1494	5230	14
104	3721	14
111	1034	12
105	262	15
112	6386	25
105	6382	18
19254	3920	3
101	4404	17
117	9300	17
109	4943	7
215	4824	0
106	6965	5
711	2640	12
106	9973	7
134	1479	0
482	8797	17
14	7800	13
2	2620	17
510	2091	7
115	4300	6
111	6319	22
603	5072	1
502	7279	5
5630	9028	23
6181	9135	5
103	7900	32
335	8804	36
57	4859	16
3926	4457	34
7495	3198	6
101	5702	3
103	1228	25
111	6800	3
107	3949	12
14	96	20
12	1392	28
249	1109	0
117	4149	36
2329	2102	18
101	9557	36
104	8440	2
103	1039	4
111	6739	30
2482	2867	30
348	9728	0
283	7007	8
632	4155	27
7787	1377	12
45	800	7
115	1584	15
114	7615	15
806	5228	34
14	4851	35
14	196	23
11512	7317	8
110	4149	27
554	7901	8
101	1900	27
1316	8518	2
136	4184	22
125	1424	2
14	8546	18
1386	6803	17
7380	5944	29
10750	6653	8
114	9058	33
45	6085	14
115	1684	12
255	2659	34
14	6078	36
103	1258	12
2112	6422	4
2830	679	1
12	3441	4
110	2334	27
163	8960	3
2024	5423	5
365	4127	27
14	7200	6
23984	8015	19
106	2210	30
2899	5770	11
115	8323	6
123	3086	13
12	9025	3
104	6085	16
102	4274	5
4541	962	30
110	839	8
12	5798	12
4173	3114	2
117	6513	27
11695	3331	7
131	5583	0
1213	7650	9
106	2717	11
165	9095	18
104	3822	16
107	7288	1
101	6516	2
159	4690	13
125	5039	22
106	9183	30
743	2542	2
167	4200	16
29852	7986	13
126	5273	8
4750	3483	1
228	657	11
169	3216	5
101	1298	5
111	5603	9
14	9890	39
109	3206	11
101	2866	12
797	9357	31
124	4673	21
2	1208	27
2	3294	29
1015	7239	2
650	3339	6
1556	1685	4
120	2581	13
27039	4079	15
101	1561	13
108	1541	6
360	4979	35
3956	9115	18
107	2866	3
8666	5237	11
108	4613	7
20206	2533	11
117	3832	4
110	4353	6
1644	6765	3
352	188	15
2580	4800	0
188	1640	0
126	7627	19
102	3363	2
117	8392	3
1441	1090	14
558	5686	30
1849	5045	25
1218	7497	34
27583	4195	9
448	629	6
103	1891	18
1965	7305	1
101	4134	25
902	1412	12
14	7314	33
102	5193	9
39	8749	8
373	3887	20
107	5609	7
3654	3193	16
23407	1535	17
208	5699	12
572	7147	22
32480	7466	9
141	1866	13
128	8319	14
1072	3769	3
139	9237	7
19757	7929	23
124	1087	10
127	6679	0
111	9930	14
113	2108	19
134	1004	0
12	2371	4
2176	183	4
105	5039	24
19713	8659	18
133	6332	25
223	5642	0
140	6468	1
15995	3692	0
106	2334	4
298	6374	8
12	4330	18
111	5858	16
107	8952	17
104	7	21
21337	429	16
2597	3004	0
10135	2173	3
105	1967	25
821	2416	4
539	2693	0
33444	6703	5
128	8074	8
13707	9287	6
4134	9469	3
102	9115	2
3232	9752	15
768	359	17
105	4972	5
205	1662	11
1191	6624	21
109	4267	22
14	8414	8
2984	3353	5
106	6764	23
126	9485	12
5	7949	25
448	1842	16
104	1909	7
1562	2021	10
3261	3534	9
131	2262	0
109	4756	3
120	3437	14
790	8854	0
255	2032	21
3123	2612	5
101	1068	9
14	5244	32
112	2085	16
107	8391	4
128	5392	6
10701	2269	2
111	6516	18
294	1787	7
171	7837	0
3184	9415	18
14	2155	29
102	6881	7
1190	2877	14
734	1326	9
113	4131	14
503	9771	15
1146	333	6
14	76	16
26691	4415	9
1267	1637	1
891	8758	1
571	1042	26
124	2045	14
8	6055	11
815	3660	20
12	1439	5
133	9225	13
25249	8691	16
105	2866	19
1467	3690	11
102	2988	1
10428	27	10
1485	4919	6
3598	6620	3
114	3546	33
14	9505	40
30127	5537	28
15666	2113	25
779	4060	28
17106	6284	30
102	7634	30
3811	4869	2
173	4154	24
185	4058	7
115	8392	28
3634	5841	1
113	6099	10
874	7144	4
5101	4482	5
14	5747	4
19946	3410	0
9054	153	8
383	7442	28
117	1309	13
32639	8102	11
2646	5138	15
130	1714	5
15306	3965	17
25426	2136	19
2876	2041	14
115	3271	14
39	693	1
12	650	9
113	1411	32
5301	563	10
12	5835	3
463	6491	3
173	3131	1
39	6970	2
39	4956	4
12	3938	21
152	6444	25
701	2716	25
1694	10000	4
7087	3195	6
125	2667	15
1233	5486	0
1157	8341	17
147	8763	15
315	8343	43
104	8844	13
14	6975	27
2331	3826	27
103	6748	7
2209	876	5
12	1991	14
14	727	6
110	4711	1
2	4893	0
4447	5561	17
4620	4335	22
1037	4812	0
102	8309	2
211	636	4
112	1760	17
45	7949	26
1916	3348	15
101	310	33
505	1576	34
536	5713	14
122	2767	34
102	6124	19
1177	9418	8
1087	7620	5
220	761	12
921	7230	15
113	7470	26
311	4229	10
185	7375	10
595	1358	1
335	7317	14
26497	8155	15
257	5993	1
9522	3766	6
12	6493	1
16	27	3
115	3806	14
14	9282	26
45	4646	27
105	6128	23
102	6790	25
248	3109	19
106	1382	6
14	6099	43
13337	3558	31
247	3020	20
121	1154	21
32275	8070	20
333	5390	9
14	914	33
128	6934	26
117	1861	6
14	43	14
33200	4712	11
12	5948	3
227	3143	24
45	9288	10
1572	584	28
10884	1598	18
