859	145	5	38.54
118	178	27	115.3
141	150	7	22.71
118	279	10	37.64
3946	252	3	38.09
117	6010	3	25.04
101	184	44	137.01
3601	102	5	30.49
455	2261	3	37.77
3674	182	3	34.8
102	1523	12	75.26
111	5129	4	31.55
1376	102	5	18.68
1901	111	9	66.26
103	3411	6	41
2046	826	4	57.27
129	745	5	29.47
4906	105	3	17.61
2143	12	3	5.63
641	115	8	39.05
3258	12	3	8.53
2304	110	6	38.88
792	112	8	40.02
2827	103	4	18.97
111	140	22	37.22
112	6117	3	23.18
940	12	9	22.85
116	844	7	38.26
1080	108	3	9.68
273	4052	3	38.8
2007	108	4	20.6
134	2451	3	24.71
688	2264	6	91.55
126	291	8	32.13
494	1630	4	51.12
101	3743	6	44.21
112	2736	5	33.81
915	116	4	17.67
103	7132	3	23.35
632	220	3	24.89
2532	14	3	6.77
216	173	9	62.59
820	102	7	23.68
288	111	4	6.28
122	644	7	35.36
801	14	6	9.28
3634	102	5	30.49
103	814	28	218.07
1524	14	6	16.42
106	1834	4	17.65
101	1302	5	16.23
323	6746	3	48.5
1674	14	3	4.83
128	2487	3	21.44
12	924	16	62.5
129	1770	4	28.66
431	103	6	11.4
104	1863	3	10.5
103	4566	4	26.17
104	1727	3	10.04
2933	1646	3	47.76
6922	12	3	17.66
721	112	5	18.9
2644	103	8	56.03
231	2	3	4.83
1487	752	3	38.2
111	1283	5	24.07
1212	325	4	44.95
1254	416	14	215.49
2663	1370	3	45.68
12	1634	3	3.95
104	1095	4	12.04
45	185	7	13.05
464	103	7	16.02
180	12	30	30.91
253	120	5	11.62
1778	101	4	13.23
169	246	3	14.91
1608	122	3	15.33
128	1913	3	19.64
113	1799	7	46.04
124	139	29	90.42
104	2313	4	18.09
103	8212	3	23.35
124	315	11	52.04
104	2229	4	18.09
131	662	4	22.4
210	726	3	25.03
102	1167	6	22.69
2938	111	8	73.09
3054	104	3	13.79
112	1495	4	19.12
119	635	3	9.48
136	216	6	26.5
107	313	11	34.87
116	587	3	8.88
2344	102	3	11.34
102	3532	3	13.87
187	1073	3	26.02
327	123	21	129.57
117	1994	3	16.16
2963	102	3	12.89
2609	104	4	20.07
110	6429	3	22.48
102	1738	7	35.18
104	2888	5	29.84
647	105	11	45.57
124	768	4	17.89
233	103	12	21.83
2923	788	3	43.48
124	828	5	25.43
3131	103	3	12.97
363	5	19	145.49
1940	103	4	15.45
125	1185	3	14.28
251	101	9	10.17
1302	101	5	16.23
598	1466	15	260.03
105	3237	4	21.41
106	1187	5	19.75
106	1111	3	8.4
128	332	12	71.6
2	134	32	102.18
202	118	7	15.76
6972	14	3	18.31
113	4923	3	21.3
164	368	4	26.17
126	1061	4	21
242	107	6	8.51
109	136	22	29.6
140	795	3	18.6
430	145	3	15.81
102	4475	3	16.62
781	111	4	13.52
247	102	19	52.43
111	1997	4	21.43
3113	1365	4	65.35
12	232	16	13.33
126	684	3	11.29
12	107	669	1033.43
113	3081	6	47.03
118	3356	5	41.06
274	128	3	8.01
409	116	8	33.78
1022	101	3	5.31
533	108	3	5.93
459	117	4	12.32
4047	112	6	55.32
479	110	15	76.71
608	108	34	283.01
116	3075	3	19
1148	119	5	26.62
106	164	41	136.11
1310	4476	3	50.41
1782	2065	6	102.64
164	1497	3	26.16
110	346	4	7.37
190	107	10	16.38
582	104	5	11.67
103	1273	4	12.19
118	705	6	28.38
1096	107	5	20.6
