2693	102	6	6.81
2350	115	6	25.61
59	148	11	9.85
1776	102	9	8.87
529	640	3	15.87
692	107	13	17.5
14	113	453	19.24
118	8068	3	18.94
159	1179	3	10.35
344	16	49	228.86
121	813	23	147.96
164	165	7	7.67
164	241	8	19.72
2649	687	6	74.62
167	826	5	21.33
2432	103	6	8.24
104	840	14	11.87
104	788	12	9.98
225	114	20	31.82
281	12	54	15.68
1698	112	4	9.7
2288	128	4	17.47
109	258	13	10.74
302	248	35	378.69
107	4878	3	7.19
132	291	6	6.9
105	6697	3	9.56
942	12	19	6.75
109	214	34	55.08
7027	103	3	8.01
1	1535	7	27.4
952	105	10	8.69
9	3693	4	20.38
137	933	4	10.65
104	1986	7	7.47
2756	118	4	15.96
12	612	28	8.32
188	4644	4	36.37
769	120	5	8.69
127	485	6	10.69
132	1454	3	7.83
142	281	7	14.04
394	324	4	15.67
104	3333	5	7.89
516	511	35	465.73
254	138	8	14.3
9	1562	5	15.94
160	762	3	7.83
114	3251	3	9.19
521	2840	4	36.67
7978	104	3	7.58
3525	123	3	12.17
102	202	77	79.37
417	102	28	14.08
110	1109	8	20.46
152	257	5	7.58
149	4014	3	17.5
119	224	12	14.56
955	1619	3	24.9
2760	121	3	9.93
150	3262	3	16.11
1785	6054	3	41.78
7828	104	3	7.58
4823	208	3	24.52
730	4484	3	31.83
210	12	83	44.74
182	339	5	13.86
1	1283	14	79.43
3394	1219	3	33.47
377	151	4	6.95
4730	3309	4	62.95
6555	6966	3	54.67
138	967	3	6.68
2574	715	4	39.06
4580	428	3	34.38
132	1242	3	6.98
1364	464	5	38.22
421	244	3	9.28
137	1882	3	11.25
3002	777	4	41.33
1396	103	14	37.41
179	12	111	56.06
157	738	3	7.42
610	2118	3	23.74
111	3159	3	8.96
240	139	9	17.14
340	13	20	38.95
105	178	63	65.75
870	4408	3	31.04
425	107	17	16.67
607	1166	3	19.79
811	156	5	18.95
481	152	5	12.87
1882	137	3	11.25
1766	123	3	7.94
2566	348	8	86.83
1196	403	3	18.45
102	1229	12	11.05
1436	540	3	20.58
107	143	56	21.44
714	101	25	15.73
1474	121	4	10.25
2172	832	3	26.32
596	378	3	13.35
298	301	3	8.15
6514	146	3	24.02
348	764	8	56.41
226	197	4	6.88
1572	193	3	14.17
318	121	28	107.73
170	9	13	9.24
542	174	3	7
186	1075	3	11.81
102	5634	4	7.73
275	3237	3	22.36
103	5738	4	10.68
2314	2377	8	130.09
1396	759	14	179.38
445	115	8	9.56
1998	123	3	8.54
104	384	25	15.68
4510	261	3	26.16
708	228	3	10.91
224	244	4	9.6
252	185	4	7.11
118	1152	4	8.82
2952	120	3	9.74
1687	12	11	6.99
816	1	23	142.86
860	162	3	8.57
573	676	16	158.57
113	2518	3	8.28
1	2299	8	49.43
129	2	25	9.98
16	5773	3	9.59
101	198	86	12.73
945	112	6	10.95
561	891	3	18.82
967	116	5	10.46
577	207	5	22.55
165	900	3	9.12
141	130	14	8.61
177	295	4	7.67
111	233	11	7.38
103	2	149	15.64
4368	108	3	7.02
726	147	5	15.84
101	1605	12	7.55
490	12	36	22.93
7951	442	3	33.36
124	334	9	17.05
1056	3634	5	66.13
102	2254	9	17.39
1256	928	3	22.79
315	215	3	6.69
1804	115	4	11.12
6417	775	3	36.58
646	109	10	14.03
7405	16	3	13.88
181	477	4	11.32
12	413	39	11.01
245	1402	3	16.08
1028	245	3	13.97
4742	102	4	7.73
149	7971	3	24.15
2527	115	3	8.08
1967	123	3	10.04
261	1783	3	18.51
604	247	3	10.68
122	387	9	17.34
446	8253	3	33.68
8066	104	3	7.58
1449	16	5	7.49
711	208	3	11.01
3696	109	3	7.73
6932	107	3	11.37
855	21	22	146.96
7971	2926	3	45.11
12	310	46	7.69
12	107	1305	195.96
8	919	5	10.07
12	158	147	55.3
2631	734	7	86.05
762	160	3	7.83
375	105	17	6.76
465	480	8	53.51
108	2479	4	7.55
151	14	177	29.75
141	383	5	9.1
813	228	23	230.09
571	291	3	11.37
120	1847	3	7.34
3665	3309	4	57.95
2503	159	4	22.95
392	187	4	10.21
356	12	44	10.88
116	451	35	194.46
109	4618	3	9.76
158	2642	3	15.66
253	1119	7	47.7
2573	8	4	15.68
2178	118	3	8
2702	114	7	40.06
482	153	5	12.65
103	7387	3	8.01
106	246	24	7.15
771	105	11	7.86
106	103	618	27.09
4660	855	3	32.65
8170	105	3	9.56
103	7343	3	8.01
7864	5570	3	50.17
2473	764	8	99.54
468	143	4	7.05
1923	111	5	14.94
3019	107	4	8.17
330	778	3	13.85
220	102	54	26.05
3230	3036	5	75.19
359	2047	3	21.95
105	998	10	9.67
158	634	5	15.96
318	373	4	15.67
6451	104	3	7.58
2151	111	4	10.79
1	773	21	112.53
2438	115	3	7.17
270	1526	3	16.82
189	107	29	10.38
163	500	6	19.64
585	104	21	22.46
413	109	10	7.24
101	362	45	17.03
194	1270	3	12.77
189	310	5	13.66
116	488	35	204.52
3266	102	6	11.59
146	121	19	13.17
764	2314	8	99.54
926	167	4	16.37
2525	1021	4	40.96
121	319	7	7.01
476	429	4	19.47
125	249	8	8.5
401	676	10	76.02
16	1316	5	6.77
4686	5032	4	70.59
120	2202	3	8.8
267	289	3	7.68
12	1598	12	7.63
21	1975	6	26.65
455	166	5	13.86
1324	120	6	19.52
