397	6291	3	32.1
126	2461	3	8.8
277	812	3	12.18
468	14	41	7.75
916	1151	3	21.28
322	110	26	55.34
103	7895	3	10
211	132	9	6.76
498	605	3	14.79
1001	287	4	20.12
109	2140	4	7.4
343	108	15	15.34
1388	902	3	22.18
120	4316	3	11.57
3500	416	3	24.2
1406	678	3	21.34
131	1034	4	9.04
326	354	3	8.15
150	217	9	13.33
1795	157	3	10.82
919	104	9	8.31
1063	8	6	18.29
205	107	26	12.55
839	130	4	8.47
246	230	4	6.88
110	317	12	7.78
299	1407	4	25.39
110	6400	3	15.14
453	496	3	12.97
1922	12	11	7.51
222	546	3	7.99
3596	484	3	25.9
1241	12	15	10.24
13	3751	3	10.38
15	3954	5	57.3
139	361	5	7.58
209	764	4	14.97
191	8	23	46.14
107	9	65	15.61
654	205	3	7.97
516	1072	3	17.22
104	1245	7	6.72
540	347	3	11.38
2020	380	10	100.97
860	506	4	24.11
3677	867	3	28.55
746	13	5	7.58
127	2776	3	9.67
434	1022	3	16.32
1103	2550	3	32.5
1026	1314	3	24.43
4328	13	5	30.71
688	129	5	9.88
9	4339	3	13.35
2	5686	3	9.29
12	2207	10	6.82
6589	8359	3	54.67
152	257	6	7.39
12	2131	10	6.82
533	1073	4	25.79
166	798	3	7.3
2869	206	3	16.56
712	933	3	19.24
152	138	13	10.04
325	529	4	16.54
2701	112	4	10.75
111	218	25	30.78
444	240	3	7.36
587	192	3	7.49
187	127	16	17.99
133	211	9	7.11
159	160	14	25.05
2037	110	4	7.73
1195	184	3	10.51
103	4463	5	16.67
707	157	4	10.19
198	907	3	10.25
542	198	3	6.87
117	150	23	10.72
2167	128	5	20.19
182	136	10	8.2
144	1599	3	9.39
12	1074	18	6.93
1	2637	4	16.75
1229	6480	3	39.23
162	980	3	8.04
119	1338	4	7.79
742	226	7	36.53
719	111	7	9.42
620	141	8	26.46
5493	109	3	10.53
203	788	10	66.75
8268	103	3	10
233	223	5	9.2
2006	7441	3	41.78
602	295	3	10.73
911	610	6	48.28
105	2195	8	20.75
745	255	3	11.08
745	203	3	9.32
889	9	4	7.04
7994	104	3	10.91
179	12	139	95.58
630	143	8	26.66
111	5862	3	11.45
206	656	7	31.22
8	251	8	7.45
984	228	13	98.03
872	212	3	10.34
7480	105	3	11.28
2548	101	7	10.01
382	114	9	6.98
235	807	3	10.84
129	812	5	11.35
478	204	4	10.54
195	4399	3	21.94
105	1062	7	7.37
257	327	4	10.2
109	4571	3	8.47
6914	1017	3	37.76
122	257	13	15.17
120	2398	4	12.28
794	158	3	7.12
5065	129	3	16.38
970	132	4	9.48
412	240	3	7.12
455	115	9	12.59
3448	108	3	6.99
4040	113	3	9.96
317	123	14	25.76
984	793	3	19.75
810	327	7	43.68
6291	1292	3	39.23
389	5268	3	27.61
226	273	6	16.59
436	848	3	15.7
1481	1966	3	27.92
5074	108	4	19.71
3144	112	3	6.96
3018	756	5	52.62
4427	1476	3	33.4
109	243	31	51.35
157	225	7	9.44
150	1059	3	7.55
12	1257	16	10.92
2060	260	3	16.97
627	658	3	16.01
101	945	13	6.93
633	12	30	14.14
112	1357	5	8.94
235	246	4	7.4
7441	397	3	32.1
3043	1481	3	30.57
195	2658	3	15.95
1733	131	3	7.8
520	12	34	12.74
14	198	115	11.17
474	104	14	7.86
289	203	5	11.57
593	864	4	25.07
104	3282	5	10.52
391	109	10	7.08
227	562	3	8.43
7920	111	3	15.8
1715	12	12	8.19
2539	15	3	23.64
142	130	17	12.62
819	315	3	12.91
227	412	3	6.76
101	1706	9	8.53
242	2067	3	16.75
21	388	16	37.5
103	111	210	48.05
798	139	4	9.74
1267	118	4	7.65
1322	103	8	8.88
266	103	25	8.85
129	1509	4	11.64
1609	12	13	8.87
103	155	56	12.31
134	549	5	8.66
2	6196	3	13.57
103	6245	3	10
103	239	44	43.54
124	2146	3	8.81
129	1374	3	6.96
103	306	23	10.3
248	410	6	23.48
16	1347	5	12.88
9	192	14	15.66
159	2463	3	12.81
21	2679	3	7.87
131	1462	3	6.87
12	351	47	11.59
5268	110	4	20.19
270	497	3	9.3
2	1142	6	7.49
114	4355	3	9.65
1080	13	4	6.82
132	2003	4	13.69
158	2062	3	12.52
203	366	5	14.45
104	1757	6	7.32
116	156	17	8.26
123	3678	4	17.67
116	112	46	8.63
138	125	18	6.87
3435	937	3	29.14
1151	2783	3	27.88
1054	222	3	12.45
192	435	5	14.88
228	4219	5	47.16
691	115	7	12.2
12	106	1104	136.88
108	589	8	7.71
246	5412	3	24.38
1482	104	9	16.27
4790	571	4	46.21
165	777	3	6.97
151	101	86	7.82
102	711	15	12.25
610	278	9	55.86
2305	395	3	20.57
354	166	10	30.79
103	6674	3	10
119	3392	3	10.04
823	1498	4	34.8
354	12	54	24.63
137	4704	3	15.54
105	7527	3	11.28
350	7441	3	31.38
129	1329	7	28.42
1111	996	4	32.01
123	244	11	9.85
127	3433	3	11.79
118	6645	3	17.93
104	2262	6	11.43
235	348	7	26.1
108	6085	3	14.78
2796	9	3	9.72
14	526	36	6.8
3175	111	3	6.83
105	103	350	18.13
1079	4790	4	51.52
110	6914	3	15.14
5580	102	4	11.39
101	2472	7	7.32
4681	746	3	29.6
5785	106	3	7.97
116	1373	4	8.87
158	6792	3	24.5
292	283	3	7.07
327	250	4	10.11
104	994	9	10
455	437	3	11.47
126	106	70	10.18
833	144	5	15.06
1292	6291	3	39.23
7798	102	3	8.54
105	3047	7	26.33
2718	160	4	24.34
167	209	6	6.74
2507	2	4	6.83
3459	490	4	37.17
797	174	4	12.62
788	5790	4	51.52
156	1346	4	14.85
6914	112	3	15.94
1963	206	4	22.75
581	2	10	9.84
3056	102	5	6.96
526	116	6	8.14
108	4059	3	8.4
105	209	28	8.78
717	380	3	13.48
146	1101	3	7.66
241	285	5	13.13
3588	120	3	10.08
127	3450	3	11.79
313	134	11	22.97
2529	1112	5	54.16
212	444	4	10.68
16	5021	3	14.22
101	630	18	7.66
205	654	3	7.97
1083	2969	4	44.28
5638	1409	4	53.84
185	358	4	8.05
131	372	7	10.19
281	647	5	23.49
1223	1629	5	48.83
2	284	15	7.8
1757	104	6	7.32
3233	111	3	6.83
326	908	3	14.23
452	12	37	7.01
1793	189	3	13.04
128	1500	5	16.09
329	684	5	26.27
