126	2461	3	25.27
13	116	7	8.51
322	110	24	174.2
3259	12	5	16.72
1241	12	11	35.44
2020	380	10	158.3
4373	14	3	11.24
799	14	6	10.44
12	2342	3	4.44
102	403	8	24.17
111	218	21	125.81
1139	12	7	12.52
210	12	18	7.4
3364	12	3	5.99
2167	128	3	25.03
620	141	8	70.67
1520	105	5	28.51
1091	12	9	21.17
911	610	8	112.06
630	143	6	49.42
107	1313	3	15.07
984	228	13	171.57
2298	108	3	20.18
2983	14	3	8.62
7927	14	3	17.76
2321	14	4	11.84
5074	108	3	27.09
109	243	18	103.07
633	12	7	5.74
105	348	3	5.47
4107	101	3	15.9
104	3282	4	27.03
2844	12	7	28.79
142	130	4	10.57
103	155	7	6.47
107	933	3	12.94
249	102	8	15.75
270	14	11	9.39
108	589	3	11.78
1482	104	3	13.08
753	12	6	5.48
2722	12	3	5.14
354	12	31	80.85
7225	12	3	14.84
118	6645	3	34.77
6031	12	3	10.52
1834	12	5	9.67
3685	12	4	12.51
2613	12	5	14.68
158	6792	3	41.09
126	106	9	7.6
2718	160	4	43.77
12	1426	8	21.52
2	279	6	13.77
1963	206	4	44.31
105	209	8	19.15
922	14	5	8.24
2529	1112	5	82.82
58	895	3	21.31
281	647	5	51.34
1757	104	3	14.09
452	12	16	27.94
329	684	5	53.82
606	1251	3	36.52
3747	12	4	12.51
2931	101	3	13.16
3047	105	4	27.77
326	1783	4	48.73
138	182	3	10.81
209	101	8	7.59
140	2023	3	27.2
1257	14	6	15.41
103	508	3	6.48
1061	106	5	26.74
780	643	3	34.03
1711	1130	5	77.1
102	1003	4	13.56
2412	12	4	8.31
2782	12	3	5.14
529	1419	6	83.5
1508	12	4	4.8
131	169	3	8.26
585	12	9	10.09
129	152	11	52.68
12	4147	3	8.47
3175	575	3	42.02
129	323	26	242.73
2060	14	3	6.28
1072	14	4	5.71
107	1151	3	13.9
104	277	12	45.34
120	652	5	31.45
15	2920	7	120.37
169	364	3	18.81
106	300	7	23.89
106	104	25	6.45
1219	104	6	32.96
242	8	3	11.08
2326	104	3	16.07
4706	12	5	24.74
990	12	5	4.89
384	101	5	7.18
172	1419	3	27.46
146	187	4	18.1
163	8096	3	41.46
105	1744	3	14.63
243	108	3	6.35
12	714	6	5.12
2725	102	3	14.37
2915	545	5	77.29
3152	12	3	5.99
289	1068	5	56.91
2008	782	4	57.12
218	187	4	24.21
254	12	22	24.06
3168	12	3	5.99
102	1583	6	31.87
223	12	24	22.69
1020	1927	3	42.41
3197	12	3	5.99
104	447	3	6.47
1456	14	3	4.38
126	758	3	18.45
2	618	3	7.78
120	3259	4	37.12
133	173	3	8.54
3277	12	3	5.99
107	2699	5	39.33
12	4403	3	8.47
4154	12	3	8.47
247	3025	3	36.43
1190	4560	3	49.3
2691	14	3	7.7
128	923	3	20.07
2058	2	9	74.11
12	1040	18	81.43
168	190	6	35.27
6787	1356	3	56.86
1304	4798	4	75.53
7128	14	3	17.76
1255	12	7	14.29
2187	12	4	7.39
106	119	10	6.07
58	264	5	27.87
257	117	3	9.27
312	104	3	4.53
895	16	5	33.15
951	12	7	10.37
122	171	9	37.95
923	136	3	21.69
164	136	22	154.11
1464	7744	3	57.32
1101	12	5	5.76
13	251	3	9.44
5993	2073	3	55.15
550	14	6	6.53
734	140	23	285.34
126	634	4	25.22
119	218	3	8.51
2	607	4	12.33
45	1667	3	39.54
3997	4433	3	58.41
3871	14	3	9.76
176	127	4	13.05
891	1028	3	37.77
125	201	7	32.78
2257	12	5	13.08
2062	12	3	3.86
12	331	13	9.58
12	196	18	5
12	130	77	65.39
1683	104	12	109.65
105	1544	3	13.61
540	951	5	62.62
103	451	3	6.09
235	1291	7	84.4
151	58	3	8.05
2343	14	3	6.94
105	343	6	18.32
261	4647	3	39.71
163	371	3	18.61
2075	14	3	6.28
120	2749	4	35.59
2	157	15	33.25
5080	12	3	10.52
124	2043	5	47.15
108	1318	8	63.59
101	4681	4	25.09
622	5453	3	47.66
1957	14	3	5.72
2241	14	8	41.18
191	3409	4	50.42
177	209	16	137.24
12	448	9	6.4
1253	21	5	38.55
2741	12	3	5.14
107	1023	5	28.16
841	282	4	41.5
116	526	3	13.56
1909	143	5	51.35
113	284	3	8.69
113	180	6	17.57
107	4313	3	23.22
105	1242	3	12.76
2675	12	3	5.14
111	2400	5	41.94
3053	14	3	8.62
