5128	1
9232	2
340	3
8976	4
9456	5
369	6
4390	7
6882	8
346	9
7295	10
376	11
9442	12
5430	13
2	14
5301	15
6047	16
5958	17
8402	18
3801	19
9236	20
8937	21
1276	22
577	23
9098	24
6226	25
20	26
9012	27
9500	28
5424	29
8252	30
9011	31
6540	32
7098	33
505	34
7096	35
4386	36
1787	37
5019	38
9468	39
9451	40
2695	41
8272	42
9104	43
9089	44
9501	45
7640	46
9050	47
6729	48
1	49
2652	50
9482	51
8254	52
5281	53
7739	54
9093	55
4643	56
356	57
2696	58
9025	59
6239	60
2659	61
7630	62
9510	63
5221	64
9498	65
9095	66
2811	67
5239	68
8309	69
9116	70
7536	71
9435	72
4897	73
8676	74
9524	75
9401	76
8213	77
6215	78
2409	79
2710	80
873	81
2632	82
2508	83
7030	84
4854	85
751	86
9223	87
3249	88
1974	89
7869	90
4383	91
1052	92
9453	93
7781	94
7683	95
8515	96
9478	97
8383	98
8250	99
8687	100
9489	101
690	102
2093	103
6824	104
3541	105
372	106
372	107
6834	108
7915	109
4321	110
8277	111
6919	112
7038	113
8522	114
695	115
2817	116
5036	117
1270	118
5095	119
7951	120
1766	121
6637	122
98	123
4313	124
2597	125
4850	126
142	127
7896	128
5901	129
7524	130
7677	131
8435	132
6698	133
6857	134
9425	135
2262	136
1838	137
4995	138
1086	139
1513	140
4857	141
574	142
5632	143
290	144
7119	145
5149	146
8831	147
921	148
9527	149
9158	150
3100	151
6677	152
1377	153
503	154
9156	155
7404	156
4435	157
4797	158
4012	159
175	160
3157	161
6160	162
5288	163
440	164
9234	165
583	166
152	167
4986	168
1401	169
379	170
5458	171
8690	172
441	173
468	174
17	175
977	176
3869	177
4331	178
9282	179
4205	180
2555	181
5150	182
97	183
9194	184
4511	185
6810	186
8671	187
5396	188
7454	189
7323	190
1770	191
4495	192
2534	193
7809	194
9530	195
5705	196
4962	197
4489	198
8670	199
6722	200
684	201
7834	202
6323	203
6444	204
6881	205
5907	206
6830	207
128	208
7999	209
3434	210
