8591	1
5970	2
3348	3
4577	4
4568	5
4592	6
9464	7
8646	8
8156	9
6410	10
4586	11
4584	12
6732	13
9479	14
3331	15
4579	16
4580	17
5985	18
4588	19
6744	20
4585	21
8635	22
5024	23
8643	24
4560	25
1881	26
8642	27
6745	28
3770	29
4359	30
9703	31
6739	32
4554	33
6749	34
8397	35
8976	36
8654	37
6741	38
9705	39
8398	40
4566	41
4581	42
9706	43
8647	44
6205	45
4563	46
6743	47
8637	48
3604	49
9704	50
4562	51
8648	52
8639	53
1876	54
4564	55
6735	56
4576	57
6117	58
4556	59
4569	60
6736	61
8650	62
1877	63
4567	64
4559	65
1878	66
4590	67
8474	68
1879	69
8645	70
8644	71
8649	72
4593	73
6742	74
4578	75
4587	76
4570	77
6078	78
3954	79
4870	80
5173	81
8640	82
6733	83
4591	84
6734	85
6738	86
6730	87
4561	88
8636	89
7143	90
4846	91
1875	92
2680	93
4575	94
6731	95
4557	96
8653	97
8651	98
5008	99
6737	100
4571	101
8638	102
6571	103
6746	104
6458	105
1703	106
1873	107
4583	108
8652	109
45	110
2018	111
4574	112
4565	113
4572	114
376	115
4558	116
6747	117
4589	118
8403	119
4555	120
9668	121
8584	122
3333	123
7087	124
885	125
6754	126
1853	127
3676	128
566	129
7799	130
7444	131
3614	132
2262	133
8121	134
5714	135
2331	136
3749	137
3942	138
1756	139
8313	140
7433	141
409	142
4746	143
9507	144
3419	145
8455	146
5155	147
5154	148
7899	149
1917	150
4161	151
5964	152
4969	153
8931	154
3717	155
7813	156
1	157
2357	158
8072	159
5039	160
5312	161
801	162
2109	163
414	164
601	165
7477	166
7882	167
2460	168
5462	169
1949	170
979	171
7355	172
1364	173
2157	174
256	175
1665	176
5477	177
8176	178
8755	179
4967	180
9104	181
5096	182
1798	183
1822	184
8865	185
6803	186
2613	187
9319	188
1322	189
1220	190
7111	191
7793	192
9749	193
910	194
4665	195
9831	196
6131	197
5724	198
591	199
127	200
5638	201
3237	202
2410	203
3365	204
6708	205
4611	206
2806	207
7	208
5430	209
7202	210
2377	211
4605	212
3399	213
8664	214
8890	215
115	216
5380	217
2229	218
9841	219
595	220
1419	221
8248	222
4049	223
7219	224
3810	225
3299	226
5938	227
307	228
948	229
6388	230
8737	231
5507	232
8187	233
4644	234
4471	235
4781	236
1807	237
7364	238
7516	239
5778	240
5633	241
2535	242
2162	243
4864	244
7134	245
7904	246
5302	247
2856	248
5225	249
6068	250
6069	251
3460	252
8061	253
5559	254
4270	255
4045	256
5229	257
8507	258
1717	259
1184	260
2539	261
898	262
7645	263
4649	264
8806	265
7125	266
8866	267
2746	268
6218	269
3204	270
7033	271
4897	272
7674	273
1549	274
1829	275
8211	276
3988	277
1857	278
8990	279
8604	280
5988	281
9559	282
7467	283
5997	284
7639	285
4207	286
7465	287
33	288
2961	289
7011	290
1700	291
7919	292
977	293
3339	294
344	295
5107	296
9215	297
1497	298
8347	299
1	300
9673	301
4094	302
1025	303
8867	304
1754	305
5000	306
3031	307
4144	308
4312	309
8862	310
4762	311
2999	312
1690	313
9324	314
3192	315
9213	316
6543	317
1569	318
7592	319
1720	320
2206	321
1724	322
3420	323
1796	324
5622	325
4680	326
5995	327
8194	328
7225	329
6769	330
8844	331
9637	332
5819	333
8828	334
9512	335
7443	336
8762	337
6679	338
5798	339
1018	340
1035	341
6892	342
7138	343
3964	344
6155	345
4532	346
8914	347
3422	348
8983	349
842	350
3788	351
825	352
2584	353
503	354
1	355
4524	356
3611	357
7631	358
7626	359
6225	360
6043	361
3197	362
1124	363
9661	364
1575	365
9185	366
9298	367
8108	368
6430	369
3673	370
7305	371
2114	372
4183	373
9500	374
2356	375
1607	376
2487	377
8177	378
3415	379
9803	380
4877	381
5827	382
553	383
5814	384
5967	385
4885	386
6580	387
5087	388
739	389
2308	390
6926	391
518	392
2333	393
4195	394
8034	395
558	396
7978	397
1580	398
5505	399
3375	400
6273	401
8567	402
9481	403
7957	404
3127	405
2323	406
4155	407
5978	408
8094	409
9145	410
7741	411
3956	412
2184	413
6573	414
3126	415
1593	416
128	417
5445	418
6037	419
6488	420
9361	421
9138	422
3161	423
6010	424
2822	425
4348	426
1492	427
6445	428
2007	429
6369	430
6929	431
5175	432
3961	433
6387	434
4648	435
4659	436
6102	437
3556	438
8119	439
6537	440
7951	441
5496	442
7240	443
83	444
614	445
9232	446
2516	447
5983	448
8913	449
4110	450
9790	451
796	452
6420	453
6465	454
1422	455
8792	456
7983	457
9551	458
105	459
849	460
6170	461
383	462
1982	463
4469	464
2861	465
231	466
234	467
235	468
7896	469
6696	470
6195	471
6783	472
1779	473
1789	474
1640	475
9786	476
947	477
4013	478
5320	479
4108	480
5251	481
686	482
6125	483
3427	484
6612	485
8393	486
8472	487
6642	488
5047	489
4068	490
4699	491
8089	492
8923	493
9723	494
8402	495
4329	496
5255	497
4452	498
321	499
975	500
1209	501
4185	502
8972	503
2753	504
9552	505
9037	506
427	507
860	508
2384	509
7986	510
7073	511
8893	512
65	513
4055	514
5247	515
8158	516
9254	517
9252	518
2177	519
5540	520
4240	521
8547	522
4383	523
8911	524
6427	525
8443	526
4721	527
8787	528
9822	529
9280	530
3147	531
120	532
3894	533
5391	534
869	535
3974	536
7923	537
9032	538
9413	539
610	540
7823	541
8477	542
8233	543
6453	544
2078	545
5441	546
1384	547
3603	548
2553	549
8627	550
498	551
1041	552
1708	553
8816	554
3350	555
1816	556
528	557
4953	558
2107	559
915	560
6060	561
1781	562
6802	563
6505	564
1604	565
4200	566
932	567
3308	568
2348	569
4825	570
9111	571
3209	572
9376	573
1185	574
3664	575
7185	576
8202	577
3372	578
1395	579
278	580
2905	581
5706	582
630	583
632	584
646	585
537	586
3039	587
2978	588
5542	589
5730	590
5518	591
5598	592
5538	593
2980	594
549	595
5738	596
2944	597
5721	598
550	599
5469	600
2488	601
2211	602
6650	603
8727	604
8157	605
2400	606
4404	607
954	608
7090	609
354	610
5969	611
3816	612
9293	613
2178	614
9428	615
3257	616
5813	617
1145	618
5144	619
5132	620
9281	621
1071	622
5104	623
8683	624
587	625
2939	626
3005	627
2492	628
5537	629
5287	630
5637	631
5705	632
2223	633
5906	634
8227	635
4748	636
4803	637
1141	638
3860	639
3449	640
2068	641
3069	642
5838	643
3447	644
229	645
9084	646
8577	647
3346	648
8476	649
4839	650
5443	651
5414	652
934	653
6046	654
9065	655
1325	656
6857	657
6663	658
1003	659
1924	660
5221	661
9114	662
2431	663
4655	664
3281	665
8340	666
6843	667
1591	668
1148	669
6042	670
6607	671
1808	672
7361	673
8102	674
6706	675
5708	676
4390	677
5102	678
5843	679
3218	680
5640	681
3783	682
2530	683
3699	684
7525	685
5665	686
1746	687
5037	688
568	689
9475	690
17	691
3093	692
6208	693
5722	694
392	695
2890	696
2602	697
3888	698
379	699
5616	700
1739	701
6428	702
7568	703
9299	704
8400	705
6138	706
6913	707
5051	708
3219	709
9133	710
6583	711
94	712
4015	713
1394	714
4873	715
4205	716
5944	717
6759	718
567	719
1733	720
4899	721
7037	722
6511	723
5972	724
6864	725
5941	726
1885	727
6222	728
3351	729
1806	730
8268	731
2158	732
4054	733
3305	734
9001	735
3897	736
1218	737
448	738
7079	739
4141	740
8560	741
4750	742
5015	743
2095	744
7122	745
154	746
8087	747
8503	748
7974	749
5563	750
8576	751
4445	752
2868	753
1824	754
8225	755
7500	756
6748	757
3791	758
5644	759
9773	760
309	761
6891	762
3163	763
3201	764
8430	765
1083	766
5071	767
7277	768
318	769
182	770
174	771
5215	772
6773	773
1100	774
4080	775
7052	776
8527	777
6950	778
1988	779
7941	780
6949	781
641	782
2413	783
9070	784
1933	785
2309	786
4983	787
811	788
5994	789
2657	790
4613	791
4204	792
7287	793
2057	794
8812	795
8629	796
581	797
5667	798
8551	799
2416	800
180	801
1716	802
3510	803
6416	804
4984	805
4164	806
8561	807
6431	808
5131	809
1110	810
8617	811
5932	812
4283	813
7056	814
6412	815
3222	816
985	817
4021	818
7855	819
6998	820
9578	821
7404	822
8406	823
2698	824
2624	825
3575	826
749	827
835	828
8033	829
7145	830
8895	831
9781	832
136	833
8814	834
6997	835
9801	836
4876	837
8791	838
9556	839
8365	840
3969	841
1378	842
1407	843
6380	844
8378	845
1476	846
6477	847
846	848
8105	849
3708	850
385	851
9378	852
5377	853
6844	854
48	855
4310	856
34	857
4372	858
3714	859
7911	860
1939	861
4463	862
3357	863
1401	864
4807	865
942	866
2402	867
8887	868
8607	869
6915	870
6473	871
5915	872
1406	873
8286	874
3747	875
6337	876
6790	877
2339	878
1329	879
8770	880
2489	881
8889	882
7852	883
7238	884
5805	885
9770	886
7962	887
3901	888
6822	889
5569	890
8509	891
1685	892
1913	893
7432	894
4467	895
5028	896
8620	897
9029	898
9173	899
6534	900
7051	901
2005	902
7189	903
2272	904
8601	905
6484	906
348	907
1845	908
4061	909
1855	910
9096	911
3088	912
8005	913
3326	914
3148	915
4838	916
7326	917
3937	918
7482	919
4664	920
6637	921
6368	922
4729	923
2566	924
5316	925
4239	926
5757	927
944	928
1079	929
681	930
8768	931
3779	932
9645	933
2253	934
5850	935
7485	936
5675	937
6393	938
1867	939
3017	940
6606	941
7716	942
5522	943
2497	944
1048	945
9757	946
377	947
8520	948
5346	949
531	950
5661	951
8532	952
2774	953
5602	954
7057	955
2292	956
5553	957
7488	958
3010	959
676	960
5733	961
9414	962
3515	963
6563	964
7007	965
4248	966
2548	967
11	968
3087	969
5528	970
9780	971
3499	972
8871	973
600	974
4026	975
1151	976
8261	977
3378	978
4668	979
6851	980
3455	981
1763	982
7025	983
7395	984
9580	985
9722	986
2269	987
