103	1763	10	14.7
475	124	15	25.54
13	2372	3	8.44
1535	107	8	7.65
106	6869	3	7.98
191	836	4	10.37
2987	116	5	11.25
103	1839	9	9.81
149	479	7	11.61
2169	111	6	11.68
211	137	18	12.64
109	3592	4	7.85
475	220	4	7.95
125	470	11	12.14
284	1357	3	13.69
273	2132	3	16.32
16	252	11	7.13
143	3627	3	14.77
6890	104	3	7.41
45	864	7	18.09
576	1783	3	21.01
101	185	140	46.15
2013	137	3	6.99
452	102	42	53.56
114	1685	6	6.71
107	400	31	23.16
1219	400	3	15.58
101	287	57	9.35
799	685	4	24.82
997	365	3	13.75
2	264	17	13.24
5123	115	3	6.8
327	567	3	8.7
1984	119	7	20.23
336	1789	11	109.97
367	506	3	8.92
225	117	38	19.9
1234	148	4	9.46
1485	172	3	8.24
281	12	80	11.22
7	2	27	9.37
3562	3561	4	70.59
348	460	6	28.03
246	282	5	6.78
384	361	3	6.82
105	433	25	13.36
2304	110	8	20.24
498	203	6	15.12
805	1185	5	40.89
102	3791	5	10.79
137	127	56	21.46
101	3103	6	10.03
111	214	58	29.99
1360	1530	4	37.16
948	105	14	13.31
1881	105	7	6.65
6032	123	3	15.55
128	176	40	33.77
2574	112	5	7.08
5828	952	3	37.44
1492	9	14	112.95
3898	101	5	8.36
316	12	82	60.67
128	2	125	154.26
120	5712	3	13.99
5598	5599	3	54.67
143	1065	9	32.22
1787	718	8	86.58
124	2784	3	6.8
643	255	6	22.51
121	5504	3	14.36
767	125	7	8.48
279	119	21	10.65
217	2319	3	14.86
132	1222	5	10.82
354	1498	3	15.5
4650	156	4	28.05
1511	187	3	9.93
3667	125	5	26.3
2341	893	7	87.74
108	127	177	11.87
1642	9	3	10.85
5077	121	3	10.06
558	101	30	22.28
118	815	9	10.41
767	221	3	7.04
1354	376	3	16.53
173	1711	3	9.52
114	2207	6	12.83
108	6380	3	9.18
178	1090	3	7.07
158	305	8	7.28
116	3948	5	18.97
998	254	3	10.01
633	222	4	10.56
124	375	18	26.17
113	639	30	85.8
1197	394	3	15.26
549	331	4	14.07
110	5545	3	9.78
128	5091	3	12.05
119	2765	4	9.25
119	4734	3	9.34
3948	116	5	18.97
109	4341	4	12.38
115	208	46	15.62
2071	956	3	25.25
307	1816	11	106.37
112	369	24	10.76
118	2545	4	7.62
2157	391	9	93.83
355	396	3	7.01
442	1348	3	16.95
345	231	5	8.74
4384	102	4	8.63
2794	135	3	8.61
5622	2360	3	44.08
729	114	12	9.26
1517	113	9	16.83
1322	211	3	9.94
231	2342	3	15.4
660	578	3	14.69
106	1622	9	10.35
116	5919	3	11.38
124	292	14	6.67
515	324	5	19.36
639	250	6	22.32
1568	155	9	47.1
2835	21	7	53.59
432	135	8	7.16
2057	109	6	7.02
5499	4502	3	50.17
1568	204	4	16.9
488	183	9	25.88
447	240	5	12.58
1328	116	7	7.56
567	1119	5	35.9
105	5713	3	7.97
102	576	23	12.22
987	507	8	60.95
2944	131	3	7.9
1943	145	4	12.63
1223	201	4	14.35
222	176	10	10.12
1807	171	3	9.93
621	857	4	24.21
322	134	11	8.95
210	12	154	113.69
6816	127	3	16.4
147	1600	3	7.1
103	4567	4	8.2
294	311	4	6.78
470	343	3	7.95
12	998	19	10.2
128	370	12	11.21
164	13	22	8.07
107	5742	3	8.28
1210	151	4	9.89
1732	45	4	11.46
1956	148	3	8.59
7037	112	3	9.82
421	101	34	10.26
2048	142	3	7.38
1378	337	10	80.5
4244	280	3	24.45
650	221	5	15.4
102	2818	6	8.04
112	2917	5	8.86
189	2997	3	16.66
1956	264	3	15.02
341	336	4	9.53
163	3581	3	15.49
251	2784	3	17.05
104	7051	3	7.41
3454	125	3	7.9
395	121	15	13.42
291	134	29	63.95
110	750	12	7.86
101	4900	4	6.69
105	230	50	6.98
330	446	4	11.69
3734	103	5	10.25
137	480	7	7.71
651	45	6	10
1516	196	3	10.4
2913	3151	6	95.28
111	513	17	10.14
4243	106	4	10.64
563	106	18	6.96
553	525	3	12.48
456	101	31	7.04
425	107	24	10.07
191	971	3	7.39
646	21	4	8.15
169	1902	3	9.79
516	114	15	8.19
109	3339	5	10.55
125	144	52	15.49
176	131	25	8.91
707	529	3	14.05
363	407	6	23.06
125	257	23	17.89
166	648	4	6.86
120	366	14	7.74
135	611	6	8.04
1493	303	4	22.24
1164	352	3	13.97
1667	141	4	11.98
924	4328	4	50.14
242	116	31	8.22
6912	111	3	9.91
189	1548	3	9.68
3067	1672	6	85.86
296	618	3	8.33
224	675	3	6.63
126	2712	6	25.93
4561	102	4	8.63
899	107	15	19.77
6206	111	3	9.91
2055	114	7	13.5
472	3136	6	65.12
2626	2333	7	109.67
122	102	326	31.9
1098	256	3	10.41
2377	1365	7	88.94
153	344	7	8.97
132	714	6	8.32
