44796	5326	10
16	4142	7
1486	8494	3
12	3179	31
11188	5106	17
19520	9454	5
595	2083	10
8	335	12
33483	4484	10
1599	1805	14
22710	2314	12
13206	1838	13
119	3801	11
297	9617	4
1150	6591	1
149	6782	2
14	4742	6
1500	2133	2
2771	8923	11
14	461	14
1701	4022	4
105	5411	17
191	2643	0
102	6630	10
651	6537	1
44248	3032	4
107	5744	13
262	2449	21
140	7303	5
113	9531	3
619	8718	22
14	5093	12
147	7900	6
105	288	13
108	9175	2
14	2221	29
16876	876	0
12	7877	11
12	1128	6
7249	1577	13
43310	3632	10
37263	1408	31
290	7469	2
8	6785	11
24738	7406	13
103	7106	14
221	5670	4
31845	6923	5
111	7667	5
26421	8148	19
269	77	10
1626	7770	1
9355	2125	17
14742	7511	9
101	2723	5
4194	5012	8
1109	3168	3
41281	3169	24
4167	5289	1
1133	1431	20
8587	4935	1
25744	9831	6
6087	9108	6
455	4219	8
158	3384	3
891	8870	3
102	9321	20
10460	2394	8
7881	6885	5
12	1867	14
32565	381	5
142	4832	12
1268	4096	30
3958	3543	11
1439	8454	19
144	2244	4
251	5417	8
45428	5012	2
101	6632	13
6186	5021	12
12	9034	21
5349	5203	16
8036	3852	2
44110	1129	10
294	106	22
14	8077	9
1421	9019	5
101	5958	28
9133	3319	9
289	1736	13
12	558	22
123	3729	10
16	1315	31
1353	5657	25
12	8773	5
1878	9926	0
39804	7180	2
772	5895	22
114	2598	8
14	9496	32
1530	4635	8
129	3720	7
138	5083	1
41803	1407	17
14	3854	17
1653	1422	16
39641	4151	5
14	9633	27
2568	309	11
757	1927	21
386	7548	16
6263	6299	4
450	4266	10
3002	1681	23
5614	2766	21
18831	6368	2
492	9184	5
41380	7229	7
7813	1801	11
7814	8255	10
14	2689	5
101	2190	9
138	1597	1
21	2456	23
34845	5626	9
11002	7326	2
33096	807	2
164	3713	19
564	8196	13
8432	7356	9
103	545	5
7136	5114	32
13131	6116	2
28658	3622	29
12	4900	8
241	8500	16
135	3256	17
5892	7498	34
42238	7646	6
194	4745	9
6852	3226	1
154	6961	15
8236	6510	17
2178	5976	28
420	9127	1
44863	4158	5
3383	3877	21
344	7306	18
101	1858	6
184	3338	5
160	2066	21
102	4489	9
4844	1801	24
292	3842	15
37751	6572	8
227	120	0
1033	3307	25
30091	5560	7
2215	6345	8
249	1735	2
15294	7789	5
11911	7253	7
12	3017	7
891	2723	7
22413	7556	26
135	4281	0
29275	4344	9
8	3402	7
751	4573	6
123	5592	15
7164	7093	24
26145	1936	35
7328	5657	21
175	6683	12
444	8635	19
14	5191	20
33880	5841	10
14	8814	13
897	181	7
15089	703	7
13518	7457	1
12	2895	17
139	6522	10
969	1840	0
35387	7451	19
6010	7009	10
12	1605	10
2615	9962	2
12735	8789	24
138	5717	1
3174	8893	25
22131	4238	34
39480	5551	12
1821	974	7
137	1776	4
121	727	14
220	2722	17
104	4162	20
150	2970	13
26092	8665	4
1571	9274	24
103	3914	17
3249	7195	10
122	3155	3
115	5218	18
59	2045	4
12	3622	8
114	5	8
45645	904	9
155	3317	5
111	5629	9
21342	5235	0
26670	706	9
1456	5728	14
35687	7557	10
2132	4503	3
174	343	0
13812	292	6
384	5590	10
103	3469	17
2646	1242	15
19980	1067	11
261	5332	7
103	1865	8
8	6797	10
42598	6123	24
20194	9146	25
12	7881	10
114	358	2
155	3005	17
9215	4251	10
23564	8221	0
22733	2919	1
26981	3102	6
146	5255	14
30931	3961	2
1057	9613	2
14	613	5
11108	7942	2
11276	7447	5
4586	9227	5
108	2420	9
188	3324	14
37615	3315	12
24905	1140	26
3037	9129	18
19013	8340	11
197	9122	3
32471	513	16
843	6265	4
14	6018	17
40915	2825	1
127	8833	11
2651	8674	22
105	6593	3
116	586	25
33532	8648	8
101	3781	12
108	7542	1
123	8821	5
12	5132	7
46114	6512	1
23418	7006	5
421	2949	12
115	1611	4
14	1672	15
5376	1598	5
291	9953	5
13	7584	12
40546	8589	2
782	2012	0
1297	991	0
135	3964	0
2152	3612	16
189	1754	7
103	6409	15
2651	6627	8
110	7416	8
21	2879	12
1346	7469	19
102	2885	11
4578	9048	16
10042	4306	19
3339	3565	16
2357	6503	13
119	6515	8
1543	8013	9
383	1107	10
115	4770	20
39498	3435	4
103	4802	6
910	2105	9
104	9409	3
23615	5530	3
14330	5913	2
220	5262	12
1183	864	2
104	1194	16
6085	4601	33
1248	2454	11
5942	9162	18
113	5884	1
14	5643	23
2767	3740	8
9115	9276	19
14	6884	16
1120	5041	17
38042	7734	10
166	6308	13
118	8977	0
1031	3040	2
12	2882	4
12	1965	3
22918	6847	4
12	1386	3
30983	456	5
169	257	0
26454	98	1
112	2364	8
112	9107	2
106	2677	1
1361	3521	10
107	304	2
142	9548	18
20835	4788	0
217	452	6
15519	5194	8
1828	6653	6
893	9372	6
431	9263	12
3726	5478	22
4213	9211	11
9527	4735	27
119	9715	6
115	5056	10
23960	2721	12
424	3839	1
1024	8543	14
3464	3415	6
916	1172	0
5986	8351	8
385	5975	12
135	3828	18
17146	6908	12
976	3748	23
38099	7833	13
12	5798	9
13803	1010	23
163	8582	4
6318	6934	31
122	6204	5
502	8347	3
447	1964	3
821	2430	6
30370	8403	4
2959	5154	15
103	1380	4
1136	4824	8
166	3238	5
12	9315	14
12	1032	29
160	9721	10
1928	8454	15
39651	5933	12
39554	5891	14
577	3726	11
14	9022	43
35860	8785	1
915	5047	19
105	3595	27
101	583	5
266	5863	10
5698	162	7
1881	2084	11
1962	99	4
5641	6380	14
1385	6946	11
107	6911	17
14	388	19
182	5962	3
261	9590	0
6011	7654	22
105	9576	11
6746	1593	17
34730	8266	14
207	2300	6
102	9065	9
107	7421	9
43205	1162	1
856	3712	17
25883	3707	13
147	1080	22
5460	1622	8
30177	6159	6
1244	9138	10
197	3363	9
917	1566	0
216	9222	1
3684	1430	3
926	9575	6
140	2570	4
113	1146	7
3514	8989	4
7447	9422	26
3615	6486	1
8643	5925	2
19177	2191	18
120	8505	13
22237	5425	10
45692	938	11
132	5012	7
101	9549	4
14	231	25
105	3748	11
19883	6843	18
20247	3732	1
12	652	19
363	2882	13
12	3974	8
321	5673	3
1875	5381	23
713	5393	10
134	4671	1
9982	5140	15
7409	4938	2
817	6767	4
104	5677	2
102	1454	6
5879	3082	13
135	3804	0
26794	1894	6
1380	1091	21
12	5995	7
170	5777	17
3768	6757	4
5064	6388	17
187	5816	21
16741	8093	10
5592	6181	20
7592	620	6
12	653	7
4535	8810	1
159	9597	18
103	2240	27
5903	7716	8
115	5571	6
115	9665	1
722	4356	5
103	5190	8
498	6295	0
101	3941	12
122	9137	3
131	1001	1
448	4067	14
12	4550	15
4668	8598	5
178	4994	6
14	1034	19
101	7336	18
376	8197	4
14	5219	7
1425	7775	11
1685	3734	0
4389	5179	37
2881	4730	1
124	7234	29
104	8998	7
117	6293	14
879	318	5
2767	8346	0
3197	8101	8
175	3442	5
14	4935	9
108	1333	10
1277	9624	3
14	9029	14
34092	5233	10
432	2186	2
1709	6925	8
3398	9422	29
3226	4988	1
179	5990	4
14	8417	4
3722	5035	13
1099	6858	13
1100	6410	1
13591	6439	4
29600	2165	11
113	5980	1
156	5369	0
2108	7208	16
10199	3310	2
5253	4304	13
40258	4117	3
173	6399	16
1991	4179	1
35488	5545	25
303	4626	7
118	8881	0
422	1831	11
12	5732	23
2189	7302	27
106	563	4
39271	9332	2
14	4480	9
103	3493	3
147	63	16
103	5896	14
105	5383	2
8158	9923	7
14	8578	14
25796	3031	7
4768	4815	9
9	4719	25
10151	4274	2
38624	1046	8
12	5569	9
2447	2370	19
16	9472	5
1822	3398	3
41972	1220	14
393	2500	7
106	3228	1
105	3562	13
14	2184	26
44257	3264	3
12	39	9
14	3298	18
141	5542	23
14	6816	24
29492	3444	32
16257	2999	8
101	9282	20
108	6042	10
1256	5571	20
141	5187	11
103	5163	6
159	8150	2
17141	8127	1
2907	5710	8
25833	4616	24
10419	3606	21
113	2744	12
2297	1462	20
28878	5645	14
6574	6776	0
106	2453	3
14	6694	14
11392	1826	13
133	4573	13
102	1000	22
190	2261	1
4152	1738	17
26491	6966	34
30674	1124	22
928	3083	18
102	4967	15
5564	9334	11
1053	9923	12
38660	2884	1
1507	40	9
107	979	17
41396	7613	11
384	2749	14
3024	854	3
320	801	18
7470	4819	20
105	128	13
371	4479	2
33670	6835	4
103	9423	12
110	5911	18
38839	2492	5
166	8997	10
110	2390	1
22584	8663	18
12797	1751	2
24276	5182	17
32304	8455	4
2496	8853	4
1	3079	7
14	4226	12
101	6572	5
2579	2887	16
492	9038	1
192	9790	2
12	4264	16
4752	7755	18
6195	7329	24
38152	7296	23
149	4351	7
273	6362	3
8582	3461	5
14	8897	29
24278	5054	9
2	2722	16
741	3588	0
759	4066	4
298	6419	4
18060	1879	9
104	3881	16
109	4310	3
7306	3761	26
604	1124	6
9333	658	8
245	9841	25
243	6613	16
14016	7288	12
41037	244	12
1972	1366	12
101	6216	13
27183	9776	8
1515	2964	27
4039	9004	25
22827	3941	16
772	9152	9
150	243	1
824	2617	0
455	6616	17
7365	242	23
14	3652	29
164	2179	11
2953	6000	15
1831	1942	1
8592	3236	1
8	6723	21
12	6188	11
32176	487	20
40415	2409	13
14662	2748	9
14	8199	9
14	5678	16
13624	1096	9
108	6139	5
14	7402	9
1170	9307	11
340	3141	3
335	5848	7
2456	7082	20
36977	9616	10
441	3195	12
2350	7417	0
1454	5444	1
8910	8823	9
1061	6066	7
14	8014	3
14	557	12
1376	726	1
2	9889	6
107	9592	4
38332	9646	8
3361	8496	3
14547	8948	16
107	7771	6
16	2282	14
234	2529	3
139	3166	20
38144	560	9
373	8052	17
129	833	22
8418	7612	8
14	8100	15
325	1666	1
4719	8883	8
204	9661	8
30126	7134	4
1165	8220	16
3228	8921	1
18047	79	26
37320	5244	1
1237	335	31
30837	456	4
130	3452	32
23946	8920	0
5562	113	11
626	4208	19
1249	2866	10
115	6888	16
337	354	11
5163	1624	2
193	4248	5
226	144	2
178	907	9
9875	7012	16
192	6265	12
109	3259	8
250	6887	9
102	1772	1
201	5964	18
103	7205	10
164	1826	10
164	3075	15
101	8044	3
697	9593	5
27474	3463	7
45235	705	2
222	1446	26
102	1197	23
105	3558	12
11618	5254	11
3928	280	1
171	6135	18
14	5068	10
412	8411	0
120	5020	17
33480	3463	21
121	53	9
12	1444	28
3147	157	1
126	6626	28
9911	5654	0
849	6636	4
11248	8007	9
121	2801	16
101	5545	14
37071	2975	1
136	6421	10
1464	7605	13
3012	450	3
12100	9428	3
127	2058	18
346	3467	10
11117	5244	19
729	6978	2
104	8419	2
297	4275	7
1583	7335	13
17273	3901	5
495	8730	13
1813	7478	16
45362	1140	25
279	8505	14
166	6699	4
112	1435	6
187	2555	3
1309	4677	1
3886	3376	7
323	5539	8
113	2320	7
40410	790	23
45186	7053	7
294	1064	12
448	5196	6
2	4642	17
462	9210	4
25920	5197	6
3201	7498	18
189	3469	29
293	2843	17
120	1290	1
439	2278	10
12	5372	14
12736	4269	19
240	5757	1
105	7935	8
12	2919	44
553	8896	15
1336	3430	23
105	6449	10
23317	9683	5
1	7070	7
14	3060	11
42531	1904	29
150	9868	14
10017	2013	8
107	7047	10
104	2712	18
21263	2738	16
393	3668	8
119	7757	3
110	3460	9
103	9023	24
636	8822	4
15026	8684	37
101	7550	13
38671	4243	12
35978	9938	1
150	1633	11
14813	4161	36
30076	6139	7
256	386	19
2722	2836	0
175	5282	13
14	4154	12
115	4345	7
1225	2563	25
7142	1006	18
36611	1455	19
231	4130	31
12	1042	24
190	7183	18
40456	7394	24
112	8974	5
5814	1727	19
14	8824	9
507	2773	17
14	5964	33
14217	1089	14
102	6265	8
119	3172	21
6051	5595	12
335	1323	15
102	6556	20
14	6938	29
571	873	3
4498	3511	8
106	5089	1
3843	4458	14
103	5521	3
7565	8522	5
103	3801	18
21721	6266	0
2	4565	3
12	703	16
11483	4815	17
32126	4364	5
2025	6045	7
43289	9685	23
6880	6906	7
2622	3243	9
2799	5108	5
5113	6610	1
3148	9133	10
2564	5380	8
1528	3870	23
4817	298	3
159	2912	11
21327	6824	21
154	132	2
329	2820	7
119	7556	7
7115	3225	11
14	7929	19
2	4314	19
535	5760	19
236	5685	0
3638	8722	12
111	5252	6
420	5847	14
14307	6288	3
27294	7530	5
104	7351	22
16626	1973	6
689	7412	6
1134	6328	32
121	5263	1
5736	8754	17
9188	899	17
111	4493	4
28741	1115	14
12889	1792	11
20409	5610	17
226	2376	17
13957	7216	10
128	191	12
12706	2049	22
1475	5673	8
107	739	3
12	8888	25
501	3085	14
371	2823	1
1134	4449	8
19121	2933	0
3425	6992	2
104	4185	5
123	7051	2
210	1112	10
4035	4667	3
8879	9786	12
6331	2161	0
8175	2779	2
108	4357	21
14	8402	7
112	2020	6
23229	4782	26
341	2005	14
25573	8507	21
2198	7636	1
8412	6046	13
423	6117	11
102	4594	3
112	2223	11
42592	5099	1
571	2786	8
4675	86	1
1502	6029	8
288	2666	37
14	7516	13
14062	3509	3
141	982	10
1476	1196	20
129	7487	7
27412	3990	12
16315	7145	20
577	2934	20
8587	1719	5
5769	6973	8
14	2399	17
151	779	0
3744	7143	23
149	2915	12
1715	3016	4
37313	1335	14
12	9236	5
3869	6854	6
8562	5026	7
23662	8410	0
3393	3046	14
13122	6600	8
24313	9455	0
135	8485	17
37355	8784	21
104	4728	8
143	2355	1
160	8870	14
42082	7368	2
1392	6696	2
4864	320	8
38957	3386	2
39873	6369	7
3975	9704	5
102	5624	16
27389	6200	7
42271	2138	23
109	8871	5
14	217	15
14	1815	13
334	1632	0
9374	2172	0
3034	1343	11
1562	9971	6
766	1167	5
27673	7952	21
3376	7110	5
103	3666	17
16823	2589	7
2920	1353	13
2721	2822	0
12430	6255	12
12	2288	10
111	679	3
9592	9616	13
12	2325	22
1642	4686	8
818	81	1
105	6238	1
14	1937	27
1458	9130	21
18834	1823	1
12458	1336	30
14	4150	13
111	9894	24
370	5195	4
45967	7336	17
651	1181	5
31049	4352	1
571	7586	7
13372	7636	14
2489	8798	2
103	2168	27
116	8702	10
10537	93	9
1933	9639	9
319	7943	18
776	2780	17
126	784	8
2565	9229	2
310	2422	9
661	327	10
2	2483	15
41178	4145	10
2428	2288	3
204	356	8
12	6099	7
44937	5836	11
35155	2155	6
25610	1584	11
29758	7156	37
8020	8499	26
44802	5552	10
4476	6104	15
386	707	14
352	6980	0
42270	4754	8
1350	5122	23
3263	257	3
14	8946	30
2	8667	5
101	4351	21
277	4750	0
329	1805	13
104	2709	7
143	7473	9
40987	7536	3
12	242	7
1938	6509	21
11244	4704	19
103	6870	15
1632	9344	1
108	7278	1
21	961	9
109	551	14
12	4500	3
684	3522	16
150	2799	3
2981	8858	12
294	9462	10
539	9609	6
8049	1659	11
566	2580	0
12333	1540	33
364	9124	34
12	1138	3
148	3210	7
45046	7018	19
5026	9660	11
2220	70	10
42220	3617	14
8243	8048	34
2156	5848	1
17018	1227	0
2971	8992	24
7633	5337	20
2508	3524	11
104	2844	1
104	2035	6
815	8791	3
3449	5325	8
1910	1336	23
14	3610	16
5867	2717	4
2707	4627	9
45382	8306	28
647	9983	1
2979	3891	8
12	9375	6
239	2842	19
24912	2373	11
16	2941	7
38014	3274	15
40771	7384	34
111	8295	10
225	1642	15
3035	9976	14
2243	7351	1
3410	1864	20
11178	3383	8
34889	1726	1
44208	970	10
914	7430	14
4710	3654	14
1734	9547	9
162	1310	5
2389	5860	8
153	1378	5
732	3352	3
2490	4323	13
364	1784	10
2847	1857	16
104	9566	1
126	1203	4
1461	7488	5
101	408	5
235	5149	5
40215	8376	14
2460	3342	11
9566	9701	26
194	5651	8
4823	1970	11
12206	234	19
3083	4147	5
12	1471	13
606	6684	4
222	9843	6
259	8750	11
759	5013	10
103	1334	8
6685	1298	11
4416	8429	4
112	3623	4
13	8784	18
178	5112	24
